SITE CODE,Location Name,Latitude/Northings,Longitude/Eastings,EPSG Code,Survey Date,Survey Time,Site observations,Survey duration (hrs),Sampler group name *,Number in sampler group,No. of volunteers testing,Water type,Rainfall in last 7 days,Rainfall (mm) (optional),Water level or flow,Rate of Flow (optional),Air Temperature (deg C),Water Temperature (deg C),pH (pH units),Electrical Conductivity (µS/cm),Turbidity (NTUs),Available Phosphate (mg/L),Dissolved Oxygen (mg/L),Dissolved Oxygen (% sat),Faecal Coliforms (CFU/100mL),E. coli (CFU/100mL),Total Phosphate (mg/L),Nitrates (mg/L as N),Did you calibrate your EC meter?,Water Testing Notes/Issues,Photos uploaded,Verifyed by Ingrid,,,,,,,,,,,,,,,,,,
K1.3,"Kalang K1.3 - Samuel Creek, tributary of Kalang River, Kalang",-30.507156,152.774748,"WGS 84, Lat/Lon",8/6/21,1:50 PM,"Steady flowWeather cloudy, tiny finches?, jenny wren, jumping fish",0.3,Bellingen Riverwatch,3,,Fresh,,4,Low,,10,9,7,90,7,0,9.6,83,,,,,Yes,,"[https://biocollect.ala.org.au/image?id=K1.3a.jpg, https://biocollect.ala.org.au/image?id=K1.3b.jpg, https://biocollect.ala.org.au/image?id=k1.3c.jpg]",Yes,,,,,,,,,,,,,,,,,,
K1.3,"Kalang K1.3 - Samuel Creek, tributary of Kalang River, Kalang",-30.507156,152.774748,"WGS 84, Lat/Lon",14/7/21,2:45 PM,"steady flow, eather cloudy, underwater bugs, no odour or algae or visible pollution",0.3,Bellingen Riverwatch,2,2,Fresh,Light,12,Medium,,10,9,7,70,7,0.03,9.6,83,,,,,Yes,,"[https://biocollect.ala.org.au/image?id=k1.3.jpg, https://biocollect.ala.org.au/image?id=k1.31.jpg, https://biocollect.ala.org.au/image?id=0_k1.32.jpg]",YES,,,,,,,,,,,,,,,,,,
K1.3,"Kalang K1.3 - Samuel Creek, tributary of Kalang River, Kalang",-30.50715585,152.7747484,,15/9/21,3:05:00 下午,"weather cloudy and cool, slight breeze, no visible pollution, odour or algae, birdlife, big tadpoles and numerous undewater bugs",0.35,Bellingen Riverwatch,2,,Fresh,Light,,Low,,13,11.5,7,,7,0.01,9.4,87,,,,,Yes,[Ingrid - Error issue with EC meter calibration. EC result deleted],"[https://biocollect.ala.org.au/image?id=K1.3_Downriver_15Sept21.JPG, https://biocollect.ala.org.au/image?id=K1.3_Site_15Sept21.JPG, https://biocollect.ala.org.au/image?id=K1.3_Upriver_15Sept21.JPG]",YES,,,,,,,,,,,,,,,,,,
K1.4,"Kalang K1.4 - Kalang River at 'Wyuna', 1690 Kalang Road, Kalang",-30.49680594,152.7483648,"WGS 84, Lat/Lon",12/2/20,5:50 PM,"Strong flow, overcast, patchy rain, water chocolate brown",,Bellingen Riverwatch,,,,Heavy,,Flood,,24,21,5,60,27,0,8,90,,,,,Yes,yet to scan,"Paul Hill, Catherine Jones, Pennie, Bruno",Yes,,,,,,,,,,,,,,,,,,
K1.4,"Kalang K1.4 - Kalang River at 'Wyuna', 1690 Kalang Road, Kalang",-30.49680594,152.7483648,"WGS 84, Lat/Lon",14/4/20,4:00 PM,"Steady, clear flow, fine, clear weather, no visible pollution, wildlife present, odour or algae. ",0.5,Bellingen Riverwatch,1,,Fresh,Light,17,Medium,,22,19,6,80,7,0,8,86,,,,,Yes,Tested by Paul Hill. Uploaded by Amy Denshire. ,"[https://biocollect.ala.org.au/image?id=3_Across.jpg, https://biocollect.ala.org.au/image?id=3_Downstream.jpg, https://biocollect.ala.org.au/image?id=3_Upstream.jpg]",YES,,,,,,,,,,,,,,,,,,
K1.4,"Kalang K1.4 - Kalang River at 'Wyuna', 1690 Kalang Road, Kalang",-30.49680594,152.7483648,"WGS 84, Lat/Lon",13/5/20,4:30 PM,"Steady flow, overcast, no wildlife, algae present. Little backwater rust/green algae above the test site. ",2,Bellingen Riverwatch,,,Fresh,Light,3,Medium,,15.5,14,6,80,7,0,8.4,81,,,,,Yes,Tested by Paul Hill and Bruno Kuenig,"[https://biocollect.ala.org.au/image?id=20200513_K1.4_downstream.jpg, https://biocollect.ala.org.au/image?id=20200513_K1.4_across.jpg, https://biocollect.ala.org.au/image?id=20200513_K1.4_upstream.jpg]",Yes,,,,,,,,,,,,,,,,,,
K1.4,"Kalang K1.4 - Kalang River at 'Wyuna', 1690 Kalang Road, Kalang",-30.49680594,152.7483648,"WGS 84, Lat/Lon",11/6/20,2:00 PM,"Good stead flow. Fine, sunny, no pollution, wildlife, odour, algae.",1.5,Bellingen Riverwatch,1,,Fresh,Moderate,70,Medium,,17,14,6.5,80,12,0.00,8.8,85,,,,,,Tested by Paul Hill. Uploaded by Amy Denshire. ,"[https://biocollect.ala.org.au/image?id=20200611_K1.4_across.jpg, https://biocollect.ala.org.au/image?id=20200611_K1.4_upstream.jpg, https://biocollect.ala.org.au/image?id=20200611_K1.4_downstream.jpg]",Yes,,,,,,,,,,,,,,,,,,
K1.4,"Kalang K1.4 - Kalang River at 'Wyuna', 1690 Kalang Road, Kalang",-30.49680594,152.7483648,"WGS 84, Lat/Lon",15/7/20,4:00 PM,"Windy, sunny. No pollution, wildlife, odour, algae. ",0.5,Bellingen Riverwatch,1,,Fresh,Moderate,18,Medium,,14,11,6,80,7,0.00,8.2,74,,,,,Yes,Tested by Paul Hill. Uploaded by Amy Denshire. ,"[https://biocollect.ala.org.au/image?id=202007_K1.4_across.jpg, https://biocollect.ala.org.au/image?id=202007_K1.4_downstream.jpg, https://biocollect.ala.org.au/image?id=202007_K1.4_upstream.jpg]",Yes,,,,,,,,,,,,,,,,,,
K1.4,"Kalang K1.4 - Kalang River at 'Wyuna', 1690 Kalang Road, Kalang",-30.49680594,152.7483648,"WGS 84, Lat/Lon",12/8/20,4:20 PM,"steady flow, weather clear, No visible pollution, algae, odour or wildlife",,Bellingen Riverwatch,3,,Fresh,Light,,Medium,,14,12,6,80,7,0.00,9.2,85,,,,,Yes,,"[https://biocollect.ala.org.au/image?id=k41.jpg, https://biocollect.ala.org.au/image?id=k42.jpg, https://biocollect.ala.org.au/image?id=k43.jpg]",Yes,,,,,,,,,,,,,,,,,,
K1.4,"Kalang K1.4 - Kalang River at 'Wyuna', 1690 Kalang Road, Kalang",-30.496806,152.748365,"WGS 84, Lat/Lon",9/3/21,9:30 AM,"weather fine, no odour or pollution, 
 midges present",0.45,Bellingen Riverwatch,2,,Fresh,Moderate,24,Medium,,21,19,6,80,7,0,7,75,,,,,Yes,,"[https://biocollect.ala.org.au/image?id=DownRiver_K1.4_March_2021.jpg, https://biocollect.ala.org.au/image?id=TestSite_K1.4_March_2021.jpg, https://biocollect.ala.org.au/image?id=UpriverK1.4_March_2021.jpg]",YES,,,,,,,,,,,,,,,,,,
K1.4,"Kalang K1.4 - Kalang River at 'Wyuna', 1690 Kalang Road, Kalang",-30.496806,152.748365,"WGS 84, Lat/Lon",9/6/21,12:15 PM,"steady flow, weather cool and breezy, partly cloudy",0.45,Bellingen Riverwatch,2,,Fresh,Light,4,Medium,,14,11,6,90,7,,8.8,80,,,,,Yes,"noisy crows, black bugs, skaters, no odour or algae","[https://biocollect.ala.org.au/image?id=0_k1.4A1.jpg, https://biocollect.ala.org.au/image?id=k1.42.jpg, https://biocollect.ala.org.au/image?id=k1.43.jpg]",Yes,,,,,,,,,,,,,,,,,,
K1.4,"Kalang K1.4 - Kalang River at 'Wyuna', 1690 Kalang Road, Kalang",-30.496806,152.748365,"WGS 84, Lat/Lon",14/7/21,12:00 AM,"weather cloudy, no visible pollution, underwater bugs, no odour or algae",0.45,Bellingen Riverwatch,2,2,Fresh,Light,12,Medium,,11,10,6,70,7,0,8.8,78,,,,,Yes,whipbirds and Boatmen,"[https://biocollect.ala.org.au/image?id=0_k1.42.jpg, https://biocollect.ala.org.au/image?id=0_k1.43.jpg]",YES,,,,,,,,,,,,,,,,,,
K1.4,"Kalang K1.4 - Kalang River at 'Wyuna', 1690 Kalang Road, Kalang",-30.49680594,152.7483648,,15/9/21,11:10:00 上午,"weather cloudy and cool, leaf debris, no algae or ordour",0.45,Bellingen Riverwatch,2,,Fresh,Light,,Low,,15,13,6,,7,0,7.6,72,,,,,Yes,"Ingrid, please see site sheet for calibration notes for K1.1, 1.2 and 1.3 thanks Helen  [Ingrid - Error issue with EC meter calibration. EC result deleted]","[https://biocollect.ala.org.au/image?id=K1.4_Downriver_15Sept21.JPG, https://biocollect.ala.org.au/image?id=K1.4_Site_15Sept21.JPG, https://biocollect.ala.org.au/image?id=K1.4_Upriver_15Sept21.JPG, https://biocollect.ala.org.au/image?id=K1.4_Sheet_15Sept21.JPG]",YES,,,,,,,,,,,,,,,,,,
K2,"Kalang 2 - Kalang River at Pearns Bridge, Kalang Road, Kalang",-30.46203,152.83791,"WGS 84, Lat/Lon",9/8/17,12:36 PM,"Sunny winter day,

Many birds, bees, butterflies,water spider. where i tested there is a bunch of 1meter high river oak trees,starting to grow. a couple of Lomandras about and then a few meters back from river gravel there is lantana,Camphor Laurel Tree and lots of tobacco plants

 Logs and debris from last flood about.Also council had just come through slashing side of road leaving tobacco plant debris on river bank beside bridge. Also dog faecal matter found on side of river.     ",1,Bellingen Riverwatch,1,1,Fresh,Nil,,Medium,,16,11,7,90,10,0,8.5,77,,,,,true,"slow to medium flow, water clear in shallow area of testing bellow bridge, river in half shade half sun.",,,,,,,,,,,,,,,,,,,,
K2,"Kalang 2 - Kalang River at Pearns Bridge, Kalang Road, Kalang",-30.46203,152.83791,"WGS 84, Lat/Lon",12/9/17,9:30 AM,"Plenty of bird sounds, river fairly low with slow flow. Water spiders present, a lot more grass and weeds growing up on river gravel since last time. ",1,Bellingen Riverwatch,1,1,Fresh,Nil,,Low,,21,14,7.5,110,10,0,7,68,0,,,,true,"Low flow and river level at the moment. Water spiders, birds and a lot more grass and weeds growing on river gravel compared to last month.",Yes,,,,,,,,,,,,,,,,,,,
K2,"Kalang 2 - Kalang River at Pearns Bridge, Kalang Road, Kalang",-30.46203,152.83791,"WGS 84, Lat/Lon",10/10/17,8:40 AM,"Wallabie, ell, birds, skinks, dragon flys, water spiders, gudgeon fish, small fish. Riparian zone the same. Cloudy morning. Bit misty at first. ",1,Bellingen Riverwatch,1,1,Fresh,Moderate,90,Low,,23,20,7,100,10,0.04,6.2,68,,,,,true,"River slightly higher compared to last time due to rain, still fairly slow flow, riparian zone the same. While there we saw a wallaby jump across the river in narrow shallow spot, plenty of birds, water spiders, dragon flys. Also saw ell and small fish. ",Yes,,,,,,,,,,,,,,,,,,,
K2,"Kalang 2 - Kalang River at Pearns Bridge, Kalang Road, Kalang",-30.50199,152.89571,"WGS 84, Lat/Lon",14/11/17,3:45 PM,"Kalang 4, Jane Noack, Weather cloudy and windy. Water dragon sighted. Domestic dog wandering approached me and sampling area. Sound of 'farm birds' calling. 3-4 cars went by. Some light leaf litter in water. ",1,Bellingen Riverwatch,1,1,,Light,5,Low,,21.1,20.5,7,120,10,0.09,6.2,70,,,,,true,Tidal influence area. Low tide is was 0.5m. Tide at time of testing at Newry Island was 0.6m.,,,,,,,,,,,,,,,,,,,,
K2,"Kalang 2 - Kalang River at Pearns Bridge, Kalang Road, Kalang",-30.46203,152.83791,"WGS 84, Lat/Lon",12/12/17,12:06 PM,"Cicadas,birds, weeds have grown up more. Dead smell in air.",1,Bellingen Riverwatch,1,1,Fresh,Light,11,Low,,26,24,7,80,7,0.16,6.4,76,,,,,TRUE,"Water temperature was quite warm, slow flow, few flys and the smell of somthing dead. Small fish, water Strider's. sounds of birds and cicadas. Dissolved oxygen not the best and phosphates were still showing. ",,,,,,,,,,,,,,,,,,,,
K2,"Kalang 2 - Kalang River at Pearns Bridge, Kalang Road, Kalang",-30.46203,152.83791,"WGS 84, Lat/Lon",9/1/18,8:40 AM,"Magpies, Kingfishers and other birds. Waterstriders, Waterdragons, small school fish. Grass and weeds have grown a lot more as well as river oaks getting taller. sunny but shaded in sampling area",1,Bellingen Riverwatch,2,2,Fresh,Moderate,25,Low,,26,26,7.5,90,7,0.07,4.6,57,,,,,true,Phosphate levels lower than last month,,,,,,,,,,,,,,,,,,,,
K2,"Kalang 2 - Kalang River at Pearns Bridge, Kalang Road, Kalang",-30.46203,152.83791,"WGS 84, Lat/Lon",13/2/18,9:15 AM,"River oaks have grown more some are about 2meters tall. Vegetation growth high along edge. Higher leverls of Algae, Small school fish, water striders, dragon flys, Loriketts, black Cocatoos, king parrots,and other birds.",1,Bellingen Riverwatch,2,2,Fresh,Moderate,6,Low,,28,27,7.5,90,7,0,5,63,,,,,true,"As above, More algae, Slow low flow, more weeds on side of bank, but at least river oaks are growing also. water temperature quite high. Dissolved oxygen poor at 63%",,,,,,,,,,,,,,,,,,,,
K2,"Kalang 2 - Kalang River at Pearns Bridge, Kalang Road, Kalang",-30.46203,152.83791,"WGS 84, Lat/Lon",13/3/18,8:58 AM,"River up slightly. Lots more weeds along the bank. Birds including, lorikeets and doves. Some small school fish but not as many as previous times. Water Strider's . ",1,Bellingen Riverwatch,1,1,Fresh,Heavy,,Medium,,20,21,7.5,90,7,0.01,6.5,73,,,,,true," 8days before testing we had some heavy rainfall for a day and a half, which brought water levels up for a bit during those days and a day or so after, however now a week later you can barley tell, and it wasn't enough to give rivers a proper clean out.",,,,,,,,,,,,,,,,,,,,
K2,"Kalang 2 - Kalang River at Pearns Bridge, Kalang Road, Kalang",-30.46203,152.83791,"WGS 84, Lat/Lon",10/4/18,6:30 AM,Not as many school fish ATM. Birds and water Strider's around. ,,Bellingen Riverwatch,2,1,Fresh,Light,,,,18,21,7,90,7,0.03,7.8,87,,,,,true,Slow flow river rose a few weeks ago and moved a log so it's Sitting up on pylons now. Small river oaks now have a slight lean to then after small flood. Small flood left debris up on bridge but didn't clear weeds from banks. Water weeds present. ,,,,,,,,,,,,,,,,,,,,
K2,"Kalang 2 - Kalang River at Pearns Bridge, Kalang Road, Kalang",-30.46203,152.83791,"WGS 84, Lat/Lon",8/5/18,7:00 AM,River oaks nice and green at the moment. ,1,Bellingen Riverwatch,2,2,Fresh,Light,,Low,,13,16.5,7,90,7,0,8.2,85,,,,,true,Water and air temps cooling down. Mullet about. Native birds. And river oaks are nice and green at the moment and appear to be growing well. Loads of weeds still about on bank. ,,,,,,,,,,,,,,,,,,,,
K2,"Kalang 2 - Kalang River at Pearns Bridge, Kalang Road, Kalang",-30.46203,152.83791,"WGS 84, Lat/Lon",12/6/18,9:15 AM,"Wood ducks, noisy minors, king parrots , lorikeets, whip birds, kookaburras. Algae (long stringy) on river pebbles and weeds. underwater ",,Bellingen Riverwatch,2,2,,Moderate,,Low,,14,14,7,90,7,0.03,7.9,77,,,,,true,Bird life. Low flow. Algae and sediment ,,,,,,,,,,,,,,,,,,,,
K2,"Kalang 2 - Kalang River at Pearns Bridge, Kalang Road, Kalang",-30.46203,152.83791,"WGS 84, Lat/Lon",10/7/18,9:10 AM,"Slow Flow, long stringy water weeds. Crimson Rosellas, whip birds, small elephant leaf plant starting to grow. Water striders, water snails. magpies, group of female king parrots. River a lot clearer with cooler temperature's. ",1,Bellingen Riverwatch,2,2,,Moderate,,Low,,12,11,7,90,7,0,9,82,,,,,true,Just as above,,,,,,,,,,,,,,,,,,,,
K2,"Kalang 2 - Kalang River at Pearns Bridge, Kalang Road, Kalang",-30.46203,152.83791,"WGS 84, Lat/Lon",14/8/18,9:25 AM,"Weather was sunny, clear sky, slow water flow and low water level.

Heavy bottom sedimentation, long brown weeds. Many flying bugs hovering over the water surface.

Heard a whip bird.",,Bellingen Riverwatch,,2,Fresh,Nil,,Low,,15,11,7,100,7,0.1,9,82,,,,,true,,,,,,,,,,,,,,,,,,,,,
K2,"Kalang 2 - Kalang River at Pearns Bridge, Kalang Road, Kalang",-30.46203,152.83791,"WGS 84, Lat/Lon",11/9/18,9:40 AM,"Sunny weather, many bees, rainbow lorikeets, honey-eater birds, water striders, butterfly.

Slow flowing water, level is low, submerged stringy weeds.",,Bellingen Riverwatch,,2,Fresh,Heavy,121,Low,,24,19,7,90,7,0,8,86,,,,,true,,,,,,,,,,,,,,,,,,,,,
K2,"Kalang 2 - Kalang River at Pearns Bridge, Kalang Road, Kalang",-30.46203,152.83791,"WGS 84, Lat/Lon",9/10/18,8:35 AM,"Sunny, slow flowing water, water striders, spider, finches",,Bellingen Riverwatch,,2,Fresh,Moderate,,Low,,16,19,7,90,7,0.02,6.6,71,,,,,true,,,,,,,,,,,,,,,,,,,,,
K2,"Kalang 2 - Kalang River at Pearns Bridge, Kalang Road, Kalang",-30.46203,152.83791,"WGS 84, Lat/Lon",13/11/18,2:15 PM,"Sunny, slow flow, low level.
Increase in subsurface water weeds
Spiders,butterfly, whipbird, water dragon, small school fish",,Bellingen Riverwatch,,,Fresh,Moderate,,Low,,27,24,7,90,7,0.03,7,83,,,,,true,,,,,,,,,,,,,,,,,,,,,
K2,"Kalang 2 - Kalang River at Pearns Bridge, Kalang Road, Kalang",-30.46203,152.83791,"WGS 84, Lat/Lon",11/12/18,12:15 PM,"Overcast weather but glarey, high humidity. Low water level, slow flowing, a large tree has recently fallen into the river at the collection site. The submerged water weed is expanding in area since last month.
Small school fish, dragon flies (blue type and a yellow/black striped type) crows,waterstriders, spiders.",,Bellingen Riverwatch,,2,Fresh,Light,,Low,,26,25,7,100,7,0.09,5.6,68,,,,,true,,,,,,,,,,,,,,,,,,,,,
K2,"Kalang 2 - Kalang River at Pearns Bridge, Kalang Road, Kalang",-30.46203,152.83791,"WGS 84, Lat/Lon",17/12/18,12:00 PM,"200ml of rain in last 24hrs
Water level very high, running fast, very brown and silty also very bad smell. Water striders, dragon flies, whip birds. Dissolved oxygen is still poor in flooding water. ",1,Bellingen Riverwatch,2,2,Fresh,Heavy,200,Flood,,30,20,7,60,32,0.01,6.2,68,,,,,true,Flash flood with 200mm of rain in last 24hrs. Lots of derbree moving down river. Moved some logs from site that have been there a while. Dissolved oxygen is still poor. ,,,,,,,,,,,,,,,,,,,,
K2,"Kalang 2 - Kalang River at Pearns Bridge, Kalang Road, Kalang",-30.46203,152.83791,"WGS 84, Lat/Lon",9/1/19,4:25 PM,"Cloudy, hot, humid day. still lots of water weed, water level low and slow.
Water striders, small school fish, Green cat bird",,Bellingen Riverwatch,,2,,Light,,Low,,30,27,7,90,7,0.08,6.2,78,,,,,false,We couldn't calibrate the EC meter as we were out of 'low salt' calibration solution,,,,,,,,,,,,,,,,,,,,
K2,"Kalang 2 - Kalang River at Pearns Bridge, Kalang Road, Kalang",-30.46203,152.83791,"WGS 84, Lat/Lon",24/1/19,1:05 PM,temperature measured only,,Bellingen Riverwatch,,2,Fresh,Moderate,,Low,,28,27,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,
K2,"Kalang 2 - Kalang River at Pearns Bridge, Kalang Road, Kalang",-30.46203,152.83791,"WGS 84, Lat/Lon",12/2/19,11:00 AM,"Hot and sunny, blue sky, low water level. Long water weeds gradually spreading further down stream under bridge. Red and blue dragonflies,water striders, smelt fish and pacific blue eyed fish, lorikeets",,Bellingen Riverwatch,,2,Fresh,Light,,Low,,32,27,7,100,10,0.06,4.8,60,,,,,true,,,,,,,,,,,,,,,,,,,,,
K2,"Kalang 2 - Kalang River at Pearns Bridge, Kalang Road, Kalang",-30.46203,152.83791,"WGS 84, Lat/Lon",12/3/19,7:45 AM,"Overcast, light rain, slow flow,continuing spread of water weeds.
Black cockatoos, water striders, dragonflies",,Bellingen Riverwatch,,2,Fresh,Moderate,,Low,,21,25,7,100,7,0.07,5.2,63,,,,,true,,,,,,,,,,,,,,,,,,,,,
K2,"Kalang 2 - Kalang River at Pearns Bridge, Kalang Road, Kalang",-30.46203,152.83791,"WGS 84, Lat/Lon",9/4/19,4:35 PM,"Slow flow, warm day but overcast since the afternoon. Long straggly water weed still spreading.
Riparian zone along the testing bank is getting thick and harder to access the water. Native conifers are getting taller and thicker and lots of weed and grasses. Lantana is spreading.
sited small school fish, water striders and heard frogs.",,Bellingen Riverwatch,,2,Fresh,Light,,Low,,25,22,7,100,7,0.13,7,80,,,,,true,,,,,,,,,,,,,,,,,,,,,
K2,"Kalang 2 - Kalang River at Pearns Bridge, Kalang Road, Kalang",-30.46203,152.83791,"WGS 84, Lat/Lon",14/5/19,10:15 AM,"Sunny, no wind, lightly flowing, no odour and a little algae. Lots of birdlife.",1.5,Bellingen Riverwatch,1,1,Fresh,Light,,Low,,17.5,17,7,90,10,0,9.2,95,,,,,true,Had trouble with Phosphate reader turning off before I could test sample. ,,,,,,,,,,,,,,,,,,,,
K2,"Kalang K2 - Kalang River at Pearns Bridge, Kalang Road, Kalang",-30.46203,152.83791,"WGS 84, Lat/Lon",12/6/19,3:40 PM,"Slow flow, sunny day and afternoon. Algae and sediment build up on rocks in water. Build up of leaf litter in lots of areas. Birds and frogs can be heard. Lamandra grass starting to grow. Lots of weeds and Lantarna also taken off. ",1,Bellingen Riverwatch,2,2,Fresh,,,,,17,14,7,80,7,0.02,9,87,,,,,true,Looking clear but a lot of leaf build up as well as sediment on bottom of river.,,,,,,,,,,,,,,,,,,,,
K2,"Kalang K2 - Kalang River at Pearns Bridge, Kalang Road, Kalang",-30.46203,152.83791,"WGS 84, Lat/Lon",9/7/19,12:45 PM,"Overcast day. Whip birds,finches, king parrots, water striders.
Water level has risen slightly after recent rain. 
More terrestrial weeds present ie lantana, camphorlaurel and purple weed.
Small Silky Oak trees starting to sprout along bank.
Fair amount of silt and sediment.",,Bellingen Riverwatch,,2,Fresh,Light,,Medium,,15.5,14,7,90,7,0.09,9.6,93,,,,,true,,,,,,,,,,,,,,,,,,,,,
K2,"Kalang K2 - Kalang River at Pearns Bridge, Kalang Road, Kalang",-30.46203,152.83791,"WGS 84, Lat/Lon",13/8/19,4:05 AM,"Water lever VERY low, lowest iv ever seen it throughout the 20 years of visiting that spot. Lots of water weeds, a LOT of sediment, leaf litter that is not flowing down and just sitting on water. logs that are normally under water were out. weeds that were normally fully underwater are now on surface. 
Weather was clear and sunny. Currawongs and other bird calls. Kookaburra had just been killed on rd near river, obviously from a car, Its partner kookaburra was sitting next to it looking sad.
 If i shook my sample bottle up i could not see the bottom, due to low levels and sediment. ",1,Bellingen Riverwatch,2,,Fresh,Light,,Low,,17,12.5,7,100,20,0,9.5,90,,,,,true,"LOWEST IV EVER SEEN RIVER!!!!
Lots of sediment, leaf litter, weeds. ",,,,,,,,,,,,,,,,,,,,
K2,"Kalang K2 - Kalang River at Pearns Bridge, Kalang Road, Kalang",-30.46203,152.83791,"WGS 84, Lat/Lon",10/9/19,4:10 PM,"Sunny afternoon, water levels extremely low, barely any flow. Lots of leaf litter on and under surface. Lots of algae and weeds in water. Also fair amount of weeds growing along the bank. Water striders, birds in distance. Sparrow  flew over head. Yet again lowest water levels ever. ",1,Bellingen Riverwatch,2,2,Fresh,Nil,,Low,,15,19,7,100,7,0.01,7.4,80,,,,,true,Water temps are rising early this year. water levels are lowest ever.,,,,,,,,,,,,,,,,,,,,
K2,"Kalang K2 - Kalang River at Pearns Bridge, Kalang Road, Kalang",-30.46203,152.83791,"WGS 84, Lat/Lon",8/10/19,2:35 PM,"Cloudy warm afternoon. Day before was a extremely hot spring day of 35'C.  Still low water levels.Low flow. Lots of leaf debri floating on surface, water weeds and algae present. Saw water strider's, small schools of tiny fish,  blue dragon fly's, crows, small finches,swallows, whip bird, King parrots. welcome swallows making nests under bridge. ",1,Bellingen Riverwatch,2,2,Fresh,Nil,,Low,,26,21,6.5,100,7,0.03,7,78,,,,,true,"pH has dropped, water levels very low. Dissolved oxygen is below average. (Not looking good heading in to summer)",,,,,,,,,,,,,,,,,,,,
K2,"Kalang K2 - Kalang River at Pearns Bridge, Kalang Road, Kalang",-30.46203,152.83791,"WGS 84, Lat/Lon",21/11/19,2:50 PM,"Very Smokey, hot conditions, no visible signs of flow. Leaf litter just sitting on surface. Very low water level and in some places along the river there is no water above ground. Water striders present. Birds in distance. ",1,Bellingen Riverwatch,2,2,Fresh,Light,7,No flow,,32,26,6.5,100,17.5,0.09,10.1,125,,,,,true,"D.O is really high. Air and water temperature is high. Ph lower than normal, phosphates present. ",,,,,,,,,,,,,,,,,,,,
K2,"Kalang K2 - Kalang River at Pearns Bridge, Kalang Road, Kalang",-30.46203,152.83791,"WGS 84, Lat/Lon",10/12/19,9:00 AM,"Barely any flow, birds about, dragon fly's, water strider's, small fish school but not as many as in past. Very dry and smokey. ",1,Bellingen Riverwatch,2,2,Fresh,Nil,,Low,,25,24,6,110,17,0.05,5.2,62,,,,,true,"Very low, lots of sediment. Also lots of algae taking over. ",Yes,,,,,,,,,,,,,,,,,,,
K2,"Kalang K2 - Kalang River at Pearns Bridge, Kalang Road, Kalang",-30.46203,152.83791,"WGS 84, Lat/Lon",15/1/20,8:30 AM,"oily slick on top of the water. Algae, no visible water flow. Water striders, small school fish. Bird calls, lorikeets, currawongs, minor birds, cicadas, budgies.",,Bellingen Riverwatch,,,,"within 24 hours, light",,,,23.5,23,6,130,7,0.07,3,35,,,,,,,Yes &  standard January volunteer sampling results,,,,,,,,,,,,,,,,,,,
